Event label,Country,Date,Total events,Exist in DW
RA-EN-20006554,Singapore,2018-01-11,1,RA-EN-20006554
RA-EN-20006555,United Kingdom,2018-01-11,1,RA-EN-20006555
RA-EN-20006556,Australia,2018-01-11,1,RA-EN-20006556
RA-EN-20006557,United Kingdom,2018-01-11,1,#N/A
RA-EN-20006558,United Kingdom,2018-01-11,1,#N/A
RA-EN-20006559,United Kingdom,2018-01-11,1,RA-EN-20006559
RA-EN-20006560,United Kingdom,2018-01-11,1,#N/A
RA-EN-20006561,United Kingdom,2018-01-11,1,RA-EN-20006561
RA-EN-20006562,United Kingdom,2018-01-11,1,RA-EN-20006562
RA-EN-20006563,United States,2018-01-11,1,RA-EN-20006563
RA-EN-20006564,United Arab Emirates,2018-01-11,1,#N/A
RA-EN-20006565,United Kingdom,2018-01-11,1,RA-EN-20006565
RA-EN-20006566,United States,2018-01-11,1,#N/A
RA-EN-20006567,United States,2018-01-11,1,RA-EN-20006567
RA-EN-20006568,United States,2018-01-11,1,RA-EN-20006568
RA-EN-20006569,South Africa,2018-01-11,1,RA-EN-20006569
RA-EN-20006570,United States,2018-01-11,1,RA-EN-20006570
RA-EN-20006571,United States,2018-01-11,1,#N/A
RA-EN-20006572,United States,2018-01-11,1,RA-EN-20006572
RA-EN-20006573,United Kingdom,2018-01-11,1,RA-EN-20006573
RA-EN-20006574,Sweden,2018-01-11,1,RA-EN-20006574
RA-EN-20006575,United States,2018-01-12,1,RA-EN-20006575
RA-EN-20006576,Singapore,2018-01-12,1,RA-EN-20006576
RA-EN-20006577,Canada,2018-01-12,1,RA-EN-20006577
RA-EN-20006578,Australia,2018-01-12,1,RA-EN-20006578
RA-EN-20006579,Australia,2018-01-12,1,RA-EN-20006579
RA-EN-20006580,United States,2018-01-12,1,RA-EN-20006580
RA-EN-20006581,United States,2018-01-12,1,RA-EN-20006581
RA-EN-20006582,United States,2018-01-12,1,RA-EN-20006582
RA-EN-20006583,Qatar,2018-01-12,1,RA-EN-20006583
RA-EN-20006584,Australia,2018-01-12,1,RA-EN-20006584
RA-EN-20006585,Hong Kong,2018-01-12,1,#N/A
RA-EN-20006586,Croatia,2018-01-12,1,RA-EN-20006586
RA-EN-20006587,Australia,2018-01-12,1,#N/A
RA-EN-20006589,Australia,2018-01-12,1,RA-EN-20006589
RA-EN-20006590,United States,2018-01-12,1,RA-EN-20006590
RA-EN-20006591,United Kingdom,2018-01-12,1,RA-EN-20006591
RA-EN-20006592,United Kingdom,2018-01-12,1,RA-EN-20006592
RA-EN-20006593,United Kingdom,2018-01-12,1,#N/A
RA-EN-20006594,United Kingdom,2018-01-12,1,RA-EN-20006594
RA-EN-20006595,South Africa,2018-01-12,1,RA-EN-20006595
RA-EN-20006596,Ireland,2018-01-12,1,RA-EN-20006596
RA-EN-20006597,United Kingdom,2018-01-12,1,RA-EN-20006597
RA-EN-20006598,United Arab Emirates,2018-01-12,1,#N/A
RA-EN-20006599,Ireland,2018-01-12,1,RA-EN-20006599
RA-EN-20006600,United Kingdom,2018-01-12,1,RA-EN-20006600
RA-EN-20006601,United Kingdom,2018-01-12,1,RA-EN-20006601
RA-EN-20006602,South Africa,2018-01-12,1,RA-EN-20006602
RA-EN-20006603,United Kingdom,2018-01-12,1,RA-EN-20006603
RA-EN-20006604,United Kingdom,2018-01-12,1,RA-EN-20006604
RA-EN-20006605,United States,2018-01-12,1,RA-EN-20006605
RA-EN-20006606,United Kingdom,2018-01-12,1,#N/A
RA-EN-20006607,United Kingdom,2018-01-12,1,RA-EN-20006607
RA-EN-20006608,United States,2018-01-12,1,RA-EN-20006608
RA-EN-20006609,United States,2018-01-12,1,RA-EN-20006609
RA-EN-20006610,United Kingdom,2018-01-12,1,RA-EN-20006610
RA-EN-20006611,United States,2018-01-12,1,RA-EN-20006611
RA-EN-20006612,United Kingdom,2018-01-12,1,RA-EN-20006612
RA-EN-20006613,United States,2018-01-13,1,RA-EN-20006613
RA-EN-20006615,United States,2018-01-13,1,RA-EN-20006615
RA-EN-20006616,United Kingdom,2018-01-13,1,RA-EN-20006616
RA-EN-20006617,United States,2018-01-13,1,RA-EN-20006617
RA-EN-20006618,United States,2018-01-13,1,RA-EN-20006618
RA-EN-20006619,United Arab Emirates,2018-01-13,1,RA-EN-20006619
RA-EN-20006620,South Africa,2018-01-13,1,#N/A
RA-EN-20006621,Australia,2018-01-13,1,RA-EN-20006621
RA-EN-20006622,Australia,2018-01-13,1,RA-EN-20006622
RA-EN-20006624,United States,2018-01-13,1,RA-EN-20006624
RA-EN-20006625,Tanzania,2018-01-13,1,RA-EN-20006625
RA-EN-20006626,United Kingdom,2018-01-13,1,RA-EN-20006626
RA-EN-20006627,United Arab Emirates,2018-01-13,1,RA-EN-20006627
RA-EN-20006628,Ireland,2018-01-13,1,RA-EN-20006628
RA-EN-20006629,Canada,2018-01-13,1,RA-EN-20006629
RA-EN-20006630,United States,2018-01-13,1,RA-EN-20006630
RA-EN-20006631,United States,2018-01-13,1,RA-EN-20006631
RA-EN-20006632,United States,2018-01-13,1,RA-EN-20006632
RA-EN-20006633,United Kingdom,2018-01-13,1,RA-EN-20006633
RA-EN-20006634,Switzerland,2018-01-13,1,RA-EN-20006634
RA-EN-20006635,United Kingdom,2018-01-13,1,RA-EN-20006635
RA-EN-20006636,United Kingdom,2018-01-13,1,RA-EN-20006636
RA-EN-20006637,United States,2018-01-13,1,RA-EN-20006637
RA-EN-20006638,United States,2018-01-13,1,RA-EN-20006638
RA-EN-20006639,United Kingdom,2018-01-13,1,RA-EN-20006639
RA-EN-20006640,United Kingdom,2018-01-13,1,RA-EN-20006640
RA-EN-20006641,Algeria,2018-01-13,1,#N/A
RA-EN-20006642,United States,2018-01-13,1,RA-EN-20006642
RA-EN-20006643,Canada,2018-01-13,1,#N/A
RA-EN-20006644,Australia,2018-01-13,1,RA-EN-20006644
RA-EN-20006645,United States,2018-01-14,1,RA-EN-20006645
RA-EN-20006646,United Kingdom,2018-01-14,1,RA-EN-20006646
RA-EN-20006647,United Kingdom,2018-01-14,1,RA-EN-20006647
RA-EN-20006648,United Kingdom,2018-01-14,1,RA-EN-20006648
RA-EN-20006649,Australia,2018-01-14,1,RA-EN-20006649
RA-EN-20006650,Canada,2018-01-14,1,RA-EN-20006650
RA-EN-20006651,Australia,2018-01-14,1,#N/A
RA-EN-20006652,United States,2018-01-14,1,#N/A
RA-EN-20006654,United States,2018-01-14,1,RA-EN-20006654
RA-EN-20006655,United States,2018-01-14,1,RA-EN-20006655
RA-EN-20006656,Australia,2018-01-14,1,RA-EN-20006656
RA-EN-20006657,Australia,2018-01-14,1,RA-EN-20006657
RA-EN-20006658,United Arab Emirates,2018-01-14,1,RA-EN-20006658
RA-EN-20006659,Australia,2018-01-14,1,#N/A
RA-EN-20006660,United States,2018-01-14,1,RA-EN-20006660
RA-EN-20006661,India,2018-01-14,1,RA-EN-20006661
RA-EN-20006662,United Arab Emirates,2018-01-14,1,RA-EN-20006662
RA-EN-20006663,South Africa,2018-01-14,1,RA-EN-20006663
RA-EN-20006665,Australia,2018-01-14,1,RA-EN-20006665
RA-EN-20006666,Australia,2018-01-14,1,RA-EN-20006666
RA-EN-20006667,United Kingdom,2018-01-14,1,RA-EN-20006667
RA-EN-20006668,United Kingdom,2018-01-14,1,RA-EN-20006668
RA-EN-20006669,United Kingdom,2018-01-14,1,RA-EN-20006669
RA-EN-20006670,Australia,2018-01-14,1,RA-EN-20006670
RA-EN-20006671,Australia,2018-01-14,1,RA-EN-20006671
RA-EN-20006672,United Kingdom,2018-01-14,1,#N/A
RA-EN-20006673,Denmark,2018-01-14,1,RA-EN-20006673
RA-EN-20006674,Canada,2018-01-14,1,RA-EN-20006674
RA-EN-20006675,United Kingdom,2018-01-14,1,RA-EN-20006675
RA-EN-20006676,United Kingdom,2018-01-14,1,RA-EN-20006676
RA-EN-20006677,United Arab Emirates,2018-01-14,1,RA-EN-20006677
RA-EN-20006678,United Kingdom,2018-01-14,1,RA-EN-20006678
RA-EN-20006679,Singapore,2018-01-14,1,RA-EN-20006679
RA-EN-20006680,United Kingdom,2018-01-14,1,RA-EN-20006680
RA-EN-20006681,United Kingdom,2018-01-14,1,RA-EN-20006681
RA-EN-20006682,United Arab Emirates,2018-01-14,1,RA-EN-20006682
RA-EN-20006683,United Kingdom,2018-01-14,1,RA-EN-20006683
RA-EN-20006684,United Kingdom,2018-01-14,1,RA-EN-20006684
RA-EN-20006685,United Kingdom,2018-01-14,1,#N/A
RA-EN-20006687,Portugal,2018-01-14,1,RA-EN-20006687
RA-EN-20006688,United States,2018-01-14,1,#N/A
RA-EN-20006689,United Kingdom,2018-01-14,1,RA-EN-20006689
RA-EN-20006690,United Kingdom,2018-01-14,1,#N/A
RA-EN-20006691,United Kingdom,2018-01-14,1,RA-EN-20006691
RA-EN-20006692,United Kingdom,2018-01-14,1,RA-EN-20006692
RA-EN-20006693,United Kingdom,2018-01-14,1,RA-EN-20006693
RA-EN-20006694,United States,2018-01-14,1,RA-EN-20006694
RA-EN-20006695,United States,2018-01-14,1,RA-EN-20006695
RA-EN-20006696,United States,2018-01-14,1,RA-EN-20006696
RA-EN-20006697,United Kingdom,2018-01-14,1,RA-EN-20006697
RA-EN-20006698,United States,2018-01-14,1,RA-EN-20006698
RA-EN-20006699,United States,2018-01-14,1,RA-EN-20006699
RA-EN-20006700,United Kingdom,2018-01-14,1,RA-EN-20006700
RA-EN-20006701,Australia,2018-01-14,1,RA-EN-20006701
RA-EN-20006702,United Kingdom,2018-01-15,1,RA-EN-20006702
RA-EN-20006703,Australia,2018-01-15,1,RA-EN-20006703
RA-EN-20006704,United States,2018-01-15,1,RA-EN-20006704
RA-EN-20006705,United Kingdom,2018-01-15,1,RA-EN-20006705
RA-EN-20006706,United Kingdom,2018-01-15,1,RA-EN-20006706
RA-EN-20006707,Australia,2018-01-15,1,RA-EN-20006707
RA-EN-20006708,Singapore,2018-01-15,1,RA-EN-20006708
RA-EN-20006709,Canada,2018-01-15,1,RA-EN-20006709
RA-EN-20006710,United States,2018-01-15,1,RA-EN-20006710
RA-EN-20006711,United States,2018-01-15,1,RA-EN-20006711
RA-EN-20006712,Australia,2018-01-15,1,RA-EN-20006712
RA-EN-20006713,United Arab Emirates,2018-01-15,1,RA-EN-20006713
RA-EN-20006714,Australia,2018-01-15,1,RA-EN-20006714
RA-EN-20006715,Switzerland,2018-01-15,1,RA-EN-20006715
RA-EN-20006716,India,2018-01-15,1,RA-EN-20006716
RA-EN-20006717,Denmark,2018-01-15,1,RA-EN-20006717
RA-EN-20006718,United Kingdom,2018-01-15,1,RA-EN-20006718
RA-EN-20006719,Australia,2018-01-15,1,RA-EN-20006719
RA-EN-20006720,Australia,2018-01-15,1,RA-EN-20006720
RA-EN-20006721,Switzerland,2018-01-15,1,RA-EN-20006721
RA-EN-20006722,Hong Kong,2018-01-15,1,RA-EN-20006722
RA-EN-20006723,United Kingdom,2018-01-15,1,RA-EN-20006723
RA-EN-20006724,Kuwait,2018-01-15,1,RA-EN-20006724
RA-EN-20006725,South Africa,2018-01-15,1,#N/A
RA-EN-20006726,Croatia,2018-01-15,1,RA-EN-20006726
RA-EN-20006727,United Kingdom,2018-01-15,1,RA-EN-20006727
RA-EN-20006728,Swaziland,2018-01-15,1,RA-EN-20006728
RA-EN-20006729,United Arab Emirates,2018-01-15,1,RA-EN-20006729
RA-EN-20006730,Canada,2018-01-15,1,RA-EN-20006730
RA-EN-20006731,United Kingdom,2018-01-15,1,#N/A
RA-EN-20006732,(not set),2018-01-15,1,RA-EN-20006732
RA-EN-20006733,United Kingdom,2018-01-15,1,RA-EN-20006733
RA-EN-20006734,United Kingdom,2018-01-15,1,RA-EN-20006734
RA-EN-20006735,Spain,2018-01-15,1,RA-EN-20006735
RA-EN-20006736,United States,2018-01-15,1,RA-EN-20006736
RA-EN-20006737,United States,2018-01-15,1,RA-EN-20006737
RA-EN-20006738,Bahrain,2018-01-15,1,RA-EN-20006738
RA-EN-20006739,United States,2018-01-15,1,RA-EN-20006739
RA-EN-20006740,United States,2018-01-15,1,RA-EN-20006740
RA-EN-20006741,United States,2018-01-16,1,RA-EN-20006741
RA-EN-20006742,Australia,2018-01-16,1,#N/A
RA-EN-20006743,United Kingdom,2018-01-16,1,RA-EN-20006743
RA-EN-20006745,Australia,2018-01-16,1,RA-EN-20006745
RA-EN-20006746,New Zealand,2018-01-16,1,RA-EN-20006746
RA-EN-20006747,United States,2018-01-16,1,RA-EN-20006747
RA-EN-20006748,United States,2018-01-16,1,RA-EN-20006748
RA-EN-20006749,United States,2018-01-16,1,RA-EN-20006749
RA-EN-20006750,Canada,2018-01-16,1,RA-EN-20006750
RA-EN-20006752,South Africa,2018-01-16,1,RA-EN-20006752
RA-EN-20006753,Australia,2018-01-16,1,RA-EN-20006753
RA-EN-20006754,Canada,2018-01-16,1,RA-EN-20006754
RA-EN-20006755,South Africa,2018-01-16,1,RA-EN-20006755
RA-EN-20006756,United Kingdom,2018-01-16,1,RA-EN-20006756
RA-EN-20006757,Australia,2018-01-16,1,RA-EN-20006757
RA-EN-20006758,United Kingdom,2018-01-16,1,RA-EN-20006758
RA-EN-20006759,United States,2018-01-16,1,RA-EN-20006759
RA-EN-20006760,United Kingdom,2018-01-16,1,RA-EN-20006760
RA-EN-20006761,United Kingdom,2018-01-16,1,RA-EN-20006761
RA-EN-20006762,United States,2018-01-16,1,RA-EN-20006762
RA-EN-20006763,South Africa,2018-01-16,1,RA-EN-20006763
RA-EN-20006764,United States,2018-01-16,1,RA-EN-20006764
RA-EN-20006765,Canada,2018-01-16,1,RA-EN-20006765
RA-EN-20006766,United States,2018-01-16,1,RA-EN-20006766
RA-EN-20006767,United Kingdom,2018-01-16,1,RA-EN-20006767
RA-EN-20006768,United Kingdom,2018-01-16,1,RA-EN-20006768
RA-EN-20006769,United States,2018-01-16,1,RA-EN-20006769
RA-EN-20006770,United States,2018-01-16,1,#N/A
RA-EN-20006771,United Kingdom,2018-01-17,1,RA-EN-20006771
RA-EN-20006772,United Kingdom,2018-01-17,1,RA-EN-20006772
RA-EN-20006773,Australia,2018-01-17,1,RA-EN-20006773
RA-EN-20006775,United States,2018-01-17,1,RA-EN-20006775
RA-EN-20006776,Spain,2018-01-17,1,RA-EN-20006776
RA-EN-20006777,United States,2018-01-17,1,RA-EN-20006777
RA-EN-20006778,United States,2018-01-17,1,RA-EN-20006778
RA-EN-20006779,United States,2018-01-17,1,RA-EN-20006779
RA-EN-20006780,United States,2018-01-17,1,RA-EN-20006780
RA-EN-20006781,Australia,2018-01-17,1,#N/A
RA-EN-20006782,United States,2018-01-17,1,RA-EN-20006782
RA-EN-20006783,Switzerland,2018-01-17,1,RA-EN-20006783
RA-EN-20006784,United Kingdom,2018-01-17,1,RA-EN-20006784
RA-EN-20006785,United States,2018-01-17,1,RA-EN-20006785
RA-EN-20006786,United Kingdom,2018-01-17,1,RA-EN-20006786
RA-EN-20006787,Brazil,2018-01-17,1,RA-EN-20006787
RA-EN-20006788,United Kingdom,2018-01-17,1,RA-EN-20006788
RA-EN-20006790,Botswana,2018-01-17,1,#N/A
RA-EN-20006791,United Kingdom,2018-01-17,1,RA-EN-20006791
RA-EN-20006792,United States,2018-01-17,1,RA-EN-20006792
RA-EN-20006793,United Kingdom,2018-01-17,1,RA-EN-20006793
RA-EN-20006794,United States,2018-01-17,1,RA-EN-20006794
RA-EN-20006795,India,2018-01-17,1,RA-EN-20006795
RA-EN-20006796,United States,2018-01-17,1,RA-EN-20006796
RA-EN-20006797,United States,2018-01-17,1,#N/A
RA-EN-20006798,United Kingdom,2018-01-17,1,RA-EN-20006798
RA-EN-20006799,United States,2018-01-17,1,RA-EN-20006799
RA-EN-20006800,United States,2018-01-17,1,RA-EN-20006800
RA-EN-20006801,United Kingdom,2018-01-17,1,RA-EN-20006801
RA-EN-20006802,United States,2018-01-17,1,RA-EN-20006802
RA-EN-20006803,Australia,2018-01-17,1,#N/A
RA-EN-20006804,Colombia,2018-01-17,1,RA-EN-20006804
RA-EN-20006805,United States,2018-01-18,1,RA-EN-20006805
RA-EN-20006806,United States,2018-01-18,1,RA-EN-20006806
RA-EN-20006807,United States,2018-01-18,1,RA-EN-20006807
RA-EN-20006808,United States,2018-01-18,1,RA-EN-20006808
RA-EN-20006809,United Kingdom,2018-01-18,1,RA-EN-20006809
RA-EN-20006810,United States,2018-01-18,1,RA-EN-20006810
RA-EN-20006811,Canada,2018-01-18,1,#N/A
RA-EN-20006812,United States,2018-01-18,1,RA-EN-20006812
RA-EN-20006813,Colombia,2018-01-18,1,RA-EN-20006813
RA-EN-20006814,United Arab Emirates,2018-01-18,1,RA-EN-20006814
RA-EN-20006815,Hong Kong,2018-01-18,1,#N/A
RA-EN-20006816,Australia,2018-01-18,1,RA-EN-20006816
RA-EN-20006817,Australia,2018-01-18,1,RA-EN-20006817
RA-EN-20006818,United Kingdom,2018-01-18,1,RA-EN-20006818
RA-EN-20006819,Australia,2018-01-18,1,RA-EN-20006819
RA-EN-20006820,Australia,2018-01-18,1,RA-EN-20006820
RA-EN-20006821,United Kingdom,2018-01-18,1,RA-EN-20006821
RA-EN-20006822,Australia,2018-01-18,1,RA-EN-20006822
RA-EN-20006823,South Africa,2018-01-18,1,RA-EN-20006823
RA-EN-20006824,Singapore,2018-01-18,1,RA-EN-20006824
RA-EN-20006826,Australia,2018-01-18,1,RA-EN-20006826
RA-EN-20006827,Singapore,2018-01-18,1,RA-EN-20006827
RA-EN-20006828,South Africa,2018-01-18,1,#N/A
RA-EN-20006829,Singapore,2018-01-18,1,#N/A
RA-EN-20006830,United Kingdom,2018-01-18,1,#N/A
RA-EN-20006831,United States,2018-01-18,1,RA-EN-20006831
RA-EN-20006832,South Africa,2018-01-18,1,#N/A
RA-EN-20006833,United Kingdom,2018-01-18,1,RA-EN-20006833
RA-EN-20006834,United States,2018-01-18,1,#N/A
RA-EN-20006835,Lithuania,2018-01-18,1,RA-EN-20006835
RA-EN-20006836,Brazil,2018-01-18,1,#N/A
RA-EN-20006837,Italy,2018-01-18,1,RA-EN-20006837
RA-EN-20006838,United Kingdom,2018-01-18,1,RA-EN-20006838
RA-EN-20006839,United Arab Emirates,2018-01-18,1,RA-EN-20006839
RA-EN-20006840,United States,2018-01-18,1,RA-EN-20006840
RA-EN-20006841,United Kingdom,2018-01-18,1,RA-EN-20006841
RA-EN-20006842,United Kingdom,2018-01-18,1,RA-EN-20006842
RA-EN-20006843,Australia,2018-01-18,1,RA-EN-20006843
RA-EN-20006844,United States,2018-01-19,1,#N/A
RA-EN-20006845,United States,2018-01-19,1,#N/A
RA-EN-20006846,United States,2018-01-19,1,#N/A
RA-EN-20006847,United States,2018-01-19,1,RA-EN-20006847
RA-EN-20006848,United States,2018-01-19,1,RA-EN-20006848
RA-EN-20006849,United States,2018-01-19,1,RA-EN-20006849
RA-EN-20006850,Australia,2018-01-19,1,RA-EN-20006850
RA-EN-20006851,Australia,2018-01-19,1,RA-EN-20006851
RA-EN-20006852,Australia,2018-01-19,1,RA-EN-20006852
RA-EN-20006853,Australia,2018-01-19,1,RA-EN-20006853
RA-EN-20006854,United Arab Emirates,2018-01-19,1,RA-EN-20006854
RA-EN-20006855,India,2018-01-19,1,RA-EN-20006855
RA-EN-20006856,Australia,2018-01-19,1,RA-EN-20006856
RA-EN-20006857,Cyprus,2018-01-19,1,RA-EN-20006857
RA-EN-20006858,Canada,2018-01-19,1,RA-EN-20006858
RA-EN-20006859,United Kingdom,2018-01-19,1,RA-EN-20006859
RA-EN-20006860,United Kingdom,2018-01-19,1,RA-EN-20006860
RA-EN-20006861,United Kingdom,2018-01-19,1,RA-EN-20006861
RA-EN-20006862,United Arab Emirates,2018-01-19,1,RA-EN-20006862
RA-EN-20006863,United States,2018-01-19,1,RA-EN-20006863
RA-EN-20006864,United States,2018-01-19,1,RA-EN-20006864
RA-EN-20006865,United States,2018-01-19,1,RA-EN-20006865
RA-EN-20006866,United States,2018-01-20,1,RA-EN-20006866
RA-EN-20006867,United States,2018-01-20,1,RA-EN-20006867
RA-EN-20006868,United States,2018-01-20,1,RA-EN-20006868
RA-EN-20006869,Australia,2018-01-20,1,RA-EN-20006869
RA-EN-20006870,United States,2018-01-20,1,#N/A
RA-EN-20006871,Canada,2018-01-20,1,RA-EN-20006871
RA-EN-20006872,United States,2018-01-20,1,RA-EN-20006872
RA-EN-20006876,Australia,2018-01-20,1,RA-EN-20006876
RA-EN-20006877,United Arab Emirates,2018-01-20,1,RA-EN-20006877
RA-EN-20006878,United Kingdom,2018-01-20,1,RA-EN-20006878
RA-EN-20006879,United Kingdom,2018-01-20,1,RA-EN-20006879
RA-EN-20006880,Sweden,2018-01-20,1,RA-EN-20006880
RA-EN-20006881,Australia,2018-01-20,1,RA-EN-20006881
RA-EN-20006882,United Kingdom,2018-01-20,1,RA-EN-20006882
RA-EN-20006883,Australia,2018-01-20,1,RA-EN-20006883
RA-EN-20006884,United Kingdom,2018-01-20,1,RA-EN-20006884
RA-EN-20006885,United Kingdom,2018-01-20,1,RA-EN-20006885
RA-EN-20006886,United States,2018-01-20,1,RA-EN-20006886
RA-EN-20006887,United Kingdom,2018-01-20,1,RA-EN-20006887
RA-EN-20006888,United States,2018-01-20,1,RA-EN-20006888
RA-EN-20006889,United Kingdom,2018-01-20,1,RA-EN-20006889
RA-EN-20006890,United States,2018-01-20,1,#N/A
RA-EN-20006891,United States,2018-01-20,1,#N/A
RA-EN-20006892,Australia,2018-01-20,1,RA-EN-20006892
RA-EN-20006893,United Kingdom,2018-01-20,1,RA-EN-20006893
RA-EN-20006894,United Kingdom,2018-01-20,1,RA-EN-20006894
RA-EN-20006895,United States,2018-01-20,1,RA-EN-20006895
RA-EN-20006896,Italy,2018-01-20,1,RA-EN-20006896
RA-EN-20006897,United Kingdom,2018-01-20,1,RA-EN-20006897
RA-EN-20006898,Canada,2018-01-21,1,RA-EN-20006898
RA-EN-20006899,United States,2018-01-21,1,RA-EN-20006899
RA-EN-20006900,Australia,2018-01-21,1,#N/A
RA-EN-20006901,Australia,2018-01-21,1,#N/A
RA-EN-20006903,Singapore,2018-01-21,1,RA-EN-20006903
RA-EN-20006904,United States,2018-01-21,1,RA-EN-20006904
RA-EN-20006906,United Arab Emirates,2018-01-21,1,RA-EN-20006906
RA-EN-20006907,Australia,2018-01-21,1,RA-EN-20006907
RA-EN-20006908,United Kingdom,2018-01-21,1,RA-EN-20006908
RA-EN-20006909,United Kingdom,2018-01-21,1,#N/A
RA-EN-20006910,Brazil,2018-01-21,1,RA-EN-20006910
RA-EN-20006911,Australia,2018-01-21,1,RA-EN-20006911
RA-EN-20006912,Singapore,2018-01-21,1,RA-EN-20006912
RA-EN-20006913,India,2018-01-21,1,RA-EN-20006913
RA-EN-20006914,United States,2018-01-21,1,RA-EN-20006914
RA-EN-20006915,Portugal,2018-01-21,1,RA-EN-20006915
RA-EN-20006916,United Kingdom,2018-01-21,1,RA-EN-20006916
RA-EN-20006917,South Africa,2018-01-21,1,RA-EN-20006917
RA-EN-20006918,United Kingdom,2018-01-21,1,RA-EN-20006918
RA-EN-20006919,United Kingdom,2018-01-21,1,#N/A
RA-EN-20006920,United States,2018-01-21,1,#N/A
RA-EN-20006921,United States,2018-01-21,1,RA-EN-20006921
RA-EN-20006922,United Kingdom,2018-01-21,1,RA-EN-20006922
RA-EN-20006923,United States,2018-01-21,1,RA-EN-20006923
RA-EN-20006924,United Kingdom,2018-01-21,1,RA-EN-20006924
RA-EN-20006925,United States,2018-01-21,1,RA-EN-20006925
RA-EN-20006926,Angola,2018-01-21,1,RA-EN-20006926
RA-EN-20006927,United Arab Emirates,2018-01-21,1,RA-EN-20006927
RA-EN-20006928,United States,2018-01-21,1,RA-EN-20006928
RA-EN-20006929,United States,2018-01-21,1,RA-EN-20006929
RA-EN-20006931,Switzerland,2018-01-21,1,RA-EN-20006931
RA-EN-20006932,United States,2018-01-21,1,RA-EN-20006932
RA-EN-20006933,Ireland,2018-01-21,1,RA-EN-20006933
RA-EN-20006934,United Kingdom,2018-01-21,1,RA-EN-20006934
RA-EN-20006935,Spain,2018-01-22,1,RA-EN-20006935
RA-EN-20006936,United Kingdom,2018-01-22,1,RA-EN-20006936
RA-EN-20006937,United States,2018-01-22,1,RA-EN-20006937
RA-EN-20006938,United States,2018-01-22,1,RA-EN-20006938
RA-EN-20006939,United Kingdom,2018-01-22,1,RA-EN-20006939
RA-EN-20006940,United Kingdom,2018-01-22,1,RA-EN-20006940
RA-EN-20006941,United States,2018-01-22,1,RA-EN-20006941
RA-EN-20006942,United States,2018-01-22,1,RA-EN-20006942
RA-EN-20006943,Australia,2018-01-22,1,RA-EN-20006943
RA-EN-20006944,United States,2018-01-22,1,RA-EN-20006944
RA-EN-20006945,United States,2018-01-22,1,RA-EN-20006945
RA-EN-20006946,Saudi Arabia,2018-01-22,1,RA-EN-20006946
RA-EN-20006947,Mozambique,2018-01-22,1,RA-EN-20006947
RA-EN-20006948,Mozambique,2018-01-22,1,#N/A
RA-EN-20006949,United Arab Emirates,2018-01-22,1,RA-EN-20006949
RA-EN-20006950,United Kingdom,2018-01-22,1,#N/A
RA-EN-20006951,United Kingdom,2018-01-22,1,RA-EN-20006951
RA-EN-20006952,Singapore,2018-01-22,1,#N/A
RA-EN-20006953,United Kingdom,2018-01-22,1,RA-EN-20006953
RA-EN-20006954,United Arab Emirates,2018-01-22,1,RA-EN-20006954
RA-EN-20006955,United States,2018-01-22,1,RA-EN-20006955
RA-EN-20006956,United Kingdom,2018-01-22,1,#N/A
RA-EN-20006958,Ireland,2018-01-22,1,RA-EN-20006958
RA-EN-20006959,United States,2018-01-22,1,RA-EN-20006959
RA-EN-20006960,Canada,2018-01-22,1,RA-EN-20006960
RA-EN-20006961,Colombia,2018-01-22,1,RA-EN-20006961
RA-EN-20006962,United Kingdom,2018-01-22,1,RA-EN-20006962
RA-EN-20006963,Australia,2018-01-22,1,RA-EN-20006963
RA-EN-20006964,United States,2018-01-22,1,RA-EN-20006964
RA-EN-20006965,Canada,2018-01-22,1,RA-EN-20006965
RA-EN-20006966,United States,2018-01-23,1,RA-EN-20006966
RA-EN-20006967,Australia,2018-01-23,1,RA-EN-20006967
RA-EN-20006968,United States,2018-01-23,1,RA-EN-20006968
RA-EN-20006969,United States,2018-01-23,1,RA-EN-20006969
RA-EN-20006970,United States,2018-01-23,1,RA-EN-20006970
RA-EN-20006971,United States,2018-01-23,1,RA-EN-20006971
RA-EN-20006972,United States,2018-01-23,1,RA-EN-20006972
RA-EN-20006973,United States,2018-01-23,1,RA-EN-20006973
RA-EN-20006974,United States,2018-01-23,1,RA-EN-20006974
RA-EN-20006975,Australia,2018-01-23,1,RA-EN-20006975
